id,person_id,route_id,date_delivered,leaflet_id,leaflet_count,is_skipped,response,responded_at,leaflets_delivered,leaflets_leftover,building_contact_name,building_contact_email,building_contact_phone,building_contact_is_deliverer,created_at,updated_at,comm_pre_distribution_reminder_sent_at,comm_completion_followup_sent_at
33419217-d64a-4e1e-8b18-58de7eae000d,,13b95e43-84d8-47ca-ba5c-0f74e12dcd9f,,c291cb16-72e4-44a7-a5f7-830d575b39c3,47,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
34357194-0051-48ac-87b4-cb39c110c70c,,003e52f5-9bf3-4ae4-8c12-df7d90cfaddd,,c291cb16-72e4-44a7-a5f7-830d575b39c3,58,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
3777e299-2267-470d-b0e6-05bacf6f63be,,7efd6d09-b2db-4dce-978b-2beb9964915a,,c291cb16-72e4-44a7-a5f7-830d575b39c3,28,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
38a90cc6-e0c6-404d-8978-d81979b27b1b,,600b7043-627a-4b58-a601-f05a06c7d154,,c291cb16-72e4-44a7-a5f7-830d575b39c3,21,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
3a0476ff-02b2-45a8-afc3-a0823573e380,,bfcdd321-5af7-4ffa-bf89-98d4958ae359,,c291cb16-72e4-44a7-a5f7-830d575b39c3,32,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
3bbf3154-511c-4a7d-8f19-fcc7929bee25,,32850caf-812d-44c7-ad1f-c2c98f351519,,c291cb16-72e4-44a7-a5f7-830d575b39c3,0,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
3ee77e9e-478c-4c09-9503-c39bf2dc8042,,4b17d99d-1966-4799-ba50-75a80b11ab89,,c291cb16-72e4-44a7-a5f7-830d575b39c3,12,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
3f477189-c7c1-4285-a7cf-b2b4d5d0f444,,213ec502-3ea7-4283-a02b-caf0ba16e554,,c291cb16-72e4-44a7-a5f7-830d575b39c3,26,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
455b3fae-ffb8-42ff-a626-da2faf8a2882,,330701ea-a47e-46ae-801c-6527774d8ff0,,c291cb16-72e4-44a7-a5f7-830d575b39c3,25,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
466ecb9f-d441-44a1-9530-22ca533604ed,,62c98464-666c-4a64-a304-7b31b1217cbb,,c291cb16-72e4-44a7-a5f7-830d575b39c3,45,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
47893c9d-6c46-420f-b1dc-f4a02a6c7382,,826bf6aa-2aae-426b-80bd-25dfafbd17ab,,c291cb16-72e4-44a7-a5f7-830d575b39c3,50,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
47e3d2f5-58f2-451e-a643-a3f204d3f678,,ca0b601e-acee-42b7-ae97-901d1023bdf0,,c291cb16-72e4-44a7-a5f7-830d575b39c3,32,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
4aba5f4b-a212-46ac-b06b-3e00abb2e44b,,ff3c639b-17ac-4d4d-8a92-1a87a9b7ef33,,c291cb16-72e4-44a7-a5f7-830d575b39c3,0,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
4ddf66e6-f435-4444-b009-56bfb6cb3ef1,,d4c3277a-881a-4559-8f83-6523b60ade88,,c291cb16-72e4-44a7-a5f7-830d575b39c3,54,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
4e5918b8-8652-48fa-b265-efca1099a73a,,1a4d9d42-01d9-41c1-9d87-e48ec4b930b1,,c291cb16-72e4-44a7-a5f7-830d575b39c3,16,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
4e6bd4cc-ae0a-451a-b83e-d2c693843fb2,,553bb081-4022-4b49-ac2b-62c2450584b9,,c291cb16-72e4-44a7-a5f7-830d575b39c3,28,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
4f215fee-2599-45ad-9944-df3899661e52,,7c2c860a-33e4-4495-a2e0-87456831c1b2,,c291cb16-72e4-44a7-a5f7-830d575b39c3,15,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
51df39d7-12ba-41bc-89b7-1356e10d0df2,,a43d6185-5fe8-4afb-a9be-42f6c7411baa,,c291cb16-72e4-44a7-a5f7-830d575b39c3,20,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
541015de-e98d-405d-8e28-c766a5ed033e,,61f70a34-3f55-44af-a1fa-40092a81821a,,c291cb16-72e4-44a7-a5f7-830d575b39c3,6,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
5662d44d-fe5a-4aca-9a18-9c03442b73d9,,50b259d6-c92e-4809-9be4-9ce2ba57a941,,c291cb16-72e4-44a7-a5f7-830d575b39c3,18,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
588b11bb-02ee-4290-a680-6aded4bccda3,,b34b545a-0463-4ca2-ac4f-4bba41632b01,,c291cb16-72e4-44a7-a5f7-830d575b39c3,30,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
591f83e7-5192-4ded-92ad-1aa73d0dc072,,c9142dda-23e4-4b01-b54a-7e0429a87eb8,,c291cb16-72e4-44a7-a5f7-830d575b39c3,46,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
5a3414c3-b691-467e-b978-3a4f5fcaab6b,,1f3993a6-c0fc-4119-a999-340f54579d8c,,c291cb16-72e4-44a7-a5f7-830d575b39c3,34,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
5aa05f17-3b92-4405-be86-3508d9c6ada2,,56a1c613-5216-4062-9792-8d2338e2a7a0,,c291cb16-72e4-44a7-a5f7-830d575b39c3,25,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
5b0d361d-0657-4a9f-97f9-ca17b0d0726f,,dce44264-9d60-49f9-8dbf-567f04bf0817,,c291cb16-72e4-44a7-a5f7-830d575b39c3,50,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
6080500e-9452-4290-9725-4f3057a1efa3,,c5c021ee-41d1-4bda-a471-baa6e2b74d6f,,c291cb16-72e4-44a7-a5f7-830d575b39c3,12,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
653065a9-c871-44b3-a594-94b9a327db4e,,4be97b31-e0c7-4a65-80ed-5bc60596499a,,c291cb16-72e4-44a7-a5f7-830d575b39c3,36,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
666984fb-7142-4272-9ff8-c37a35477dd6,,b279a7f6-2e76-4b1a-a5c7-3aeb01bdeb5d,,c291cb16-72e4-44a7-a5f7-830d575b39c3,25,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
67c3c733-b331-4702-b0ab-22a6425dc9d8,,8bec5646-394c-4802-94d2-e99f16328e01,,c291cb16-72e4-44a7-a5f7-830d575b39c3,31,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
6a2ee1a2-23f3-454f-88f5-172aba83501a,,062a0834-6615-4550-865d-0fa39d244b99,,c291cb16-72e4-44a7-a5f7-830d575b39c3,23,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
6d2390e3-60c4-4da4-b32c-6f9adeb44b61,,bd42b240-8a01-46a2-8141-02f7ea1d0dbe,,c291cb16-72e4-44a7-a5f7-830d575b39c3,8,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7044b443-c1a5-4537-9b42-a71b1fd77541,,2a4257a9-9fbd-4845-91e5-db35888df2fb,,c291cb16-72e4-44a7-a5f7-830d575b39c3,50,true,needs_cover,2026-06-22 20:51:41.666+00,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:51:41.666+00,,
7071d294-0ae6-471a-a0d1-e66a522a903c,,85fe2ab1-af02-40d5-be7e-3c869f60d260,,c291cb16-72e4-44a7-a5f7-830d575b39c3,38,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7342d34f-a8fc-4483-b36b-762d2aaf5c27,,ba9d9a76-5f7a-4f89-b8f7-2e977a458d85,,c291cb16-72e4-44a7-a5f7-830d575b39c3,48,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
75855ace-30cf-4099-bb34-8ab87ba5a34a,,af6154f7-74b7-4365-9c4c-83cc3a00c89f,,c291cb16-72e4-44a7-a5f7-830d575b39c3,14,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
75c98e89-5c12-4f9a-979c-fa0174ea3bee,,b8e0bd6f-ba9f-42f2-a723-2c80f4013276,,c291cb16-72e4-44a7-a5f7-830d575b39c3,45,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
760ee8a2-ab0b-40f7-a9ee-c24c7045e05c,,b88c5a89-d744-41ff-8ce0-4421d8a321ce,,c291cb16-72e4-44a7-a5f7-830d575b39c3,35,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
79b64ba7-0947-4b7a-b3ec-553f45d110c8,,622f5322-7e2c-4c7e-9935-7cd11a8b32e5,,c291cb16-72e4-44a7-a5f7-830d575b39c3,28,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7ab5618c-44d9-4e99-9b9d-7c74e1480401,,6cdadaa0-c3fe-40c6-8436-aee7dded9540,,c291cb16-72e4-44a7-a5f7-830d575b39c3,12,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7ae01372-a687-4e88-a151-f68c18d6ec3d,,0105de96-74f6-4106-8e7c-81a96c0c50df,,c291cb16-72e4-44a7-a5f7-830d575b39c3,0,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7b274a83-2f3c-4d12-a3dc-2173f8ef52da,,fa6eebdd-74b7-43c2-9a30-13aedd88fbca,,c291cb16-72e4-44a7-a5f7-830d575b39c3,48,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
7e331589-4486-411c-99cd-c682bd53b3b0,,5daf82bf-4a48-4ac3-88cf-c63f90b4cb4e,,c291cb16-72e4-44a7-a5f7-830d575b39c3,15,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
804358fb-3139-4c67-a805-a906ba341aa5,,ae47251a-f3ad-4410-8f91-8c1ad4a3491f,,c291cb16-72e4-44a7-a5f7-830d575b39c3,45,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
81a74cda-b88d-4700-b0e6-d366f40309ba,,a8e29b0b-e471-4c07-9762-6879457c3b31,,c291cb16-72e4-44a7-a5f7-830d575b39c3,45,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
85838cd1-648a-421f-8833-029184195472,,99d636b2-6fcc-4ffc-8041-40bda0b49de7,,c291cb16-72e4-44a7-a5f7-830d575b39c3,38,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
8681734d-1820-4e0c-900c-1ad5491440be,,34a0fdea-86c7-42f8-9787-84c16f3aad07,,c291cb16-72e4-44a7-a5f7-830d575b39c3,15,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
87a7dda2-c997-4002-9ce6-6c0b97646c19,,84f62c0e-2a41-4921-9511-d65b31252a98,,c291cb16-72e4-44a7-a5f7-830d575b39c3,15,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
88f614a9-9b75-4387-ad31-b54171028d39,,b966accd-ae73-4d7c-9ef4-297b2c68296d,,c291cb16-72e4-44a7-a5f7-830d575b39c3,42,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
8a316c1b-351b-44dc-951d-1a21b99ac5b3,,1492341b-db3d-49bc-9ac0-95444023c6c7,,c291cb16-72e4-44a7-a5f7-830d575b39c3,14,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
8a4c9ff4-c73e-4c75-bb4a-0eb270af0ea3,,682215d2-b0c3-490e-9008-a54c4863816b,,c291cb16-72e4-44a7-a5f7-830d575b39c3,25,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
8d5e32a3-9dda-4255-926e-4540826756ca,,e58645f9-5355-42de-b67d-e4ded53ffff9,,c291cb16-72e4-44a7-a5f7-830d575b39c3,69,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
8ff4315a-bf81-4391-bc6c-2ccd46446441,,e362dd0a-5b6b-4648-8d5c-5499eb0564a1,,c291cb16-72e4-44a7-a5f7-830d575b39c3,30,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
908e7657-5d52-42fb-8f5f-62386def9695,,577e21ce-6666-4101-ad6a-28b34f4ed640,,c291cb16-72e4-44a7-a5f7-830d575b39c3,34,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
90e3b04b-64f2-4188-9733-fc1a3601892e,,d5d5fc68-a94f-4fe9-ad7c-aed40dc3bdeb,,c291cb16-72e4-44a7-a5f7-830d575b39c3,19,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
92314ddc-5903-4d71-a2a1-0b8326ebd424,,77b321b4-ba1a-499c-b319-207adccd22e1,,c291cb16-72e4-44a7-a5f7-830d575b39c3,45,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
93f2540b-891a-4d92-ab0e-d4810b3a709f,,5bac07e9-ffde-4b6a-ad6b-823e5bf502dd,,c291cb16-72e4-44a7-a5f7-830d575b39c3,30,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
94df34af-132e-4fb9-b931-a213f499be5c,,e9ca603f-e15d-4823-8339-9abc5f685214,,c291cb16-72e4-44a7-a5f7-830d575b39c3,13,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
94e5ddb7-ed3a-44b2-8df0-d1c57f6091bc,,330d2d14-3051-4147-a6d0-504a79fbfba4,,c291cb16-72e4-44a7-a5f7-830d575b39c3,4,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
994b3431-9720-4c31-9728-e601fce81b70,,a9279af6-e1dd-4d8e-816b-35a3608c4845,,c291cb16-72e4-44a7-a5f7-830d575b39c3,43,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
9d868d88-aed9-4696-b8d7-0a773b5e9f04,,7f31ed6b-ce3d-4300-857e-b0ac53c08713,,c291cb16-72e4-44a7-a5f7-830d575b39c3,47,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
9d971414-0000-4d7c-a982-713a5e4e92d3,,853a878f-bd00-406f-bdf0-12f2d4eac1df,,c291cb16-72e4-44a7-a5f7-830d575b39c3,24,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
9e786f6d-9d93-46de-a5b5-85ca612caf23,,fad7e5e2-de39-4591-a013-31a73a507a6d,,c291cb16-72e4-44a7-a5f7-830d575b39c3,12,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a10c10c9-259c-473b-8353-ce549aea3ee2,,7af4e861-b215-4c66-bd09-a212009c7771,,c291cb16-72e4-44a7-a5f7-830d575b39c3,8,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a3782722-f4a8-4c9f-870c-fa3baca7ca71,,6fbdc5f9-074a-4fc7-a799-4feeb2b8705d,,c291cb16-72e4-44a7-a5f7-830d575b39c3,18,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a5277c06-b359-4657-8ecf-038562927fd4,,0b308d06-d243-4ecc-bdc8-cca417b33c42,,c291cb16-72e4-44a7-a5f7-830d575b39c3,40,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a68202e3-64ac-40bd-8ab7-74b731deda93,,951f38b2-23cf-45b8-99fc-a64fff483ebf,,c291cb16-72e4-44a7-a5f7-830d575b39c3,37,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a6ce11a5-256c-4e59-927a-494b40ce9a6d,,1e325ba6-8f1d-4ecd-8c50-926bceb0006e,,c291cb16-72e4-44a7-a5f7-830d575b39c3,44,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
a8e0f2a8-20ed-4c87-9189-d56ae6a89d32,,9a9f3382-60cb-442f-9f54-05e89fa70f15,,c291cb16-72e4-44a7-a5f7-830d575b39c3,48,false,pending,,,,,,,false,2026-06-22 17:24:16.772363+00,2026-06-22 20:50:21.415+00,,
